|joey|rachel|monica|phoebe|chandler|ross|other
alan|1|4|8|2|1|4|2
goin|12|2|4|4|7|6|12
sgoing|0|0|1|0|0|0|0
fun|39|48|52|67|35|65|66
todays|2|0|3|1|0|1|3
monday|4|7|1|2|4|3|8
steve|0|2|3|0|3|1|7
schhteve|0|0|0|0|2|0|0
schhexy|0|0|0|0|1|0|0
figure|13|9|11|10|18|9|12
nope|13|2|9|5|13|9|11
schhorry|0|0|1|0|0|0|0
within|2|0|2|0|0|0|1
coyotes|0|0|1|0|0|0|1
picking|2|3|5|2|4|3|2
weak|1|0|4|0|2|0|3
members|0|0|1|0|0|0|1
herd|0|0|1|0|0|0|0
fair|8|13|18|9|6|5|11
beef|3|6|1|1|0|1|3
terrible|13|15|19|13|11|10|14
liked|12|21|16|8|11|9|7
odds|3|1|2|1|3|2|2
happening|4|8|2|10|11|5|10
slimmer|0|0|0|0|0|0|2
promise|15|16|18|16|12|12|11
filter|1|0|0|0|0|0|0
tipped|3|0|0|0|0|2|0
buddy|22|4|4|4|14|10|17
ms|2|0|3|4|3|1|9
buffay|4|3|0|23|3|2|11
attention|0|3|1|3|3|3|9
error|0|0|0|2|0|0|0
credited|0|0|0|1|0|0|0
inconvenience|0|0|0|1|0|0|0
accept|1|3|4|2|5|7|5
football|2|4|4|7|8|6|2
free|12|14|11|16|18|12|17
gift|6|11|6|17|10|10|11
heard|16|37|17|21|22|25|43
schho|0|0|0|0|0|0|1
guyschh|0|0|0|0|0|0|1
bashing|0|0|1|0|0|0|0
begin|0|2|1|1|1|2|3
start|35|25|48|29|19|42|53
notice|2|6|7|4|7|8|6
smile|9|5|3|4|3|0|11
crooked|1|0|0|2|0|0|0
nursery|1|0|0|1|0|1|0
rhyme|1|1|1|2|1|0|0
yardstick|0|0|0|0|0|1|0
against|5|13|9|10|4|8|9
future|5|4|11|4|4|8|11
boyfriends|1|1|1|2|0|3|4
measured|0|0|0|0|1|1|0
nono|0|1|0|0|2|5|0
th|2|2|1|1|1|5|1
hasselhof|0|0|0|0|1|0|0
impression|0|3|0|1|2|5|1
parties|2|2|2|3|4|7|5
most|15|18|25|21|33|31|38
game|44|18|42|19|54|34|20
fantastic|0|5|2|4|2|1|9
possible|1|3|7|2|6|6|5
bugs|4|0|0|0|0|4|1
bunny|1|3|6|4|7|3|3
cartoon|2|1|0|1|3|1|1
playing|16|13|14|29|17|17|18
positions|0|0|1|0|0|1|2
base|1|0|5|1|1|3|1
third|8|6|7|9|14|10|10
team|5|2|6|5|5|10|10
yep|16|5|9|10|12|19|11
showed|2|4|2|2|4|3|4
hassidic|0|0|0|0|1|0|0
jewellers|0|0|0|0|1|0|0
softball|0|0|0|0|1|0|0
dyou|1|2|6|0|2|1|1
impossible|2|5|0|1|2|5|5
innate|0|0|0|0|0|1|0
ness|0|0|0|0|0|1|0
adore|0|0|0|0|0|1|1
personally|1|0|2|2|2|0|0
gallon|0|0|0|2|1|0|0
lizzie|0|0|0|1|0|0|7
brought|12|16|6|13|5|12|20
alphabet|0|0|0|2|0|1|2
soup|12|1|4|5|1|3|4
pick|32|30|29|23|32|46|31
vowels|0|0|0|0|0|0|1
ys|0|0|0|1|0|0|0
y|7|4|2|7|9|14|7
also|24|23|20|34|26|24|23
saltines|0|0|0|0|0|0|1
tin|0|0|1|1|2|0|1
foil|0|0|1|0|1|0|1
soda|1|2|2|2|4|0|3
pretzel|0|1|0|0|1|1|1
opened|2|0|5|2|5|5|2
floating|0|2|0|2|3|1|0
tiny|6|3|8|10|9|7|2
hitch|0|0|0|1|0|0|0
hiker|0|0|0|1|0|0|0
contest|2|2|2|3|2|2|0
collect|0|1|0|0|1|2|0
unfair|1|5|7|3|1|1|1
flaw|0|0|0|0|1|0|0
joeys|3|5|8|6|21|4|3
constant|0|1|0|3|1|0|1
knuckle|1|0|0|0|1|0|0
cracking|1|0|0|0|1|1|0
annoying|2|2|3|5|5|1|3
pronouncing|0|0|0|0|2|0|0
snort|0|0|0|0|1|0|0
laughs|0|0|1|0|5|0|1
flaws|0|0|0|1|1|0|1
bother|4|3|7|2|5|4|5
chews|1|0|0|0|0|0|0
hair|11|28|26|26|16|16|22
endearing|0|0|0|0|0|2|0
correctly|0|0|0|0|0|3|0
indeed|0|1|0|1|0|0|0
ordered|2|9|7|7|4|1|4
ohh|35|136|50|86|16|48|53
ho|32|6|6|2|42|16|13
hooohhh|0|1|0|0|0|0|0
gloves|0|1|2|0|2|0|3
cow|4|2|0|3|2|0|1
honey|1|191|109|11|58|17|66
dump|0|1|4|2|1|1|4
worried|7|7|6|6|12|5|6
respect|3|2|3|2|2|8|1
body|13|5|10|11|6|10|7
emphysema|0|0|0|0|1|0|0
disease|2|4|3|2|1|0|2
bottom|0|6|4|1|8|4|3
cool|64|21|14|32|35|41|40
true|13|29|23|11|26|19|35
lambchop|0|0|0|0|1|0|0
sock|0|4|2|4|5|2|1
thirty|2|7|5|2|6|5|9
somebodys|1|1|0|0|4|2|3
nicotine|0|0|0|0|0|1|0
patch|1|3|1|4|1|3|2
ate|9|3|6|7|2|13|5
stick|7|7|7|8|10|10|7
gum|2|0|0|5|2|2|11
ygo|1|0|0|0|0|1|1
alive|2|6|3|11|2|7|6
pleasure|5|0|4|0|3|3|4
pop|1|2|1|1|2|4|3
tart|0|0|0|3|0|1|0
stupid|37|52|31|26|35|36|38
seven|11|10|25|11|13|14|12
stepped|3|1|0|2|0|1|2
universe|1|0|0|4|4|0|3
nicer|2|0|2|1|1|0|2
wear|12|23|27|6|24|12|23
underwear|18|8|3|7|9|6|11
deja|0|0|0|1|0|0|0
vu|0|0|0|1|0|0|0
decided|3|6|14|10|8|5|11
somebody|12|27|14|19|45|16|40
nononono|0|0|1|0|0|0|0
guard|3|3|0|1|2|0|2
care|34|56|42|33|37|39|47
pretending|4|3|3|1|6|0|1
holidays|0|2|2|5|2|2|3
therell|0|0|2|2|2|2|0
alans|0|0|1|0|0|0|0
relieved|1|2|2|0|0|0|3
central|1|4|1|5|4|1|4
park|5|8|5|11|4|4|10
rented|1|2|0|0|0|0|1
boats|1|2|0|0|0|0|0
row|2|1|1|1|0|3|3
viking|0|0|0|0|0|1|0
mention|3|2|2|2|3|7|4
rough|3|5|1|1|1|5|2
cigarettes|0|1|5|2|6|2|8
games|2|0|3|5|8|1|2
omnipotent|0|0|1|1|2|1|0
peace|2|2|0|5|0|1|3
hunger|0|0|0|1|0|0|1
rain|2|5|1|2|2|7|3
forest|0|0|1|2|2|0|0
bigger|10|6|9|4|10|7|5
boobs|4|4|3|3|2|0|4
forever|16|4|6|8|9|6|11
wishes|0|1|1|1|1|0|2
excuse|16|37|21|27|22|34|77
reason|21|13|15|15|22|16|22
public|1|2|2|3|2|1|5
place|62|38|46|37|57|70|71
peaceful|0|0|1|0|0|0|1
nodded|0|1|0|0|0|2|0
boyfriend|3|15|25|14|18|14|23
both|22|17|19|28|35|35|32
insecure|2|2|0|1|1|0|1
deaf|1|0|0|3|1|1|1
constantly|1|2|0|1|2|1|1
reassure|0|0|0|1|0|0|0
each|18|29|24|37|35|34|31
ninety|3|0|1|1|0|0|1
six|20|12|20|20|22|18|19
less|5|8|9|10|8|8|12
steps|1|0|1|0|3|1|1
waaaay|0|0|0|0|2|0|0
birthday|19|23|17|24|22|15|34
check|61|32|22|16|22|33|33
hockey|4|0|0|0|1|2|3
tickets|16|13|12|15|12|8|10
rangers|2|0|0|0|3|0|0
penguins|1|0|0|0|0|0|0
garden|2|0|1|1|0|0|2
pal|4|6|0|1|3|6|8
months|7|14|8|10|10|14|13
decide|9|10|10|6|5|9|7
glass|3|3|1|5|4|3|9
empty|2|2|9|4|3|4|3
twentieth|1|0|0|1|0|2|0
october|0|0|0|1|0|2|1
ohhh|6|21|15|11|5|6|13
eleven|2|2|2|0|5|0|3
halloween|4|4|2|3|1|0|1
costumes|1|0|4|0|1|0|0
gone|24|20|12|19|21|21|22
consummated|0|2|0|0|0|2|0
physical|0|3|1|0|0|4|2
relationship|6|16|22|12|17|26|19
pass|21|5|9|4|4|11|15
lover|1|1|1|7|3|2|4
window|5|10|2|6|9|11|8
mines|1|0|0|2|1|1|0
dairy|0|1|0|1|0|1|5
queen|2|3|5|3|1|1|7
exciting|4|4|7|11|2|5|10
earned|0|2|0|0|1|1|0
wiped|1|1|0|0|1|0|0
tables|2|1|3|0|2|0|2
steamed|0|1|0|0|0|0|1
milk|9|5|3|9|7|9|14
worth|8|11|6|6|4|6|8
fica|0|2|0|0|0|0|0
service|0|4|2|4|5|3|5
swear|3|14|9|9|3|12|5
birds|6|2|6|6|6|1|5
wild|1|2|8|2|1|1|6
kingdom|0|0|1|0|0|1|3
aaand|1|0|0|0|1|0|1
apron|0|0|0|0|2|0|4
play|62|30|34|54|59|57|35
leslie|1|1|0|10|0|0|6
duplex|0|0|0|0|0|0|1
dads|2|3|1|2|3|3|5
partner|4|0|1|1|1|3|12
firm|0|0|0|3|3|2|5
subject|2|1|4|0|1|2|2
elbows|0|0|0|2|1|0|0
poulet|0|0|0|0|1|0|0
passes|0|0|0|0|2|1|0
leech|1|0|0|0|1|0|0
spots|1|1|1|0|0|3|1
messier|1|0|0|0|1|0|0
crease|1|0|0|0|0|0|0
brief|0|1|0|0|1|0|0
stops|2|0|2|0|4|0|3
womens|3|0|0|0|1|0|1
fact|14|17|14|14|24|31|30
tookem|0|0|0|0|0|1|0
peach|2|1|0|0|1|3|0
pit|0|0|1|0|0|2|0
peaches|1|0|0|0|0|0|0
nectarines|0|0|0|0|0|1|0
dressed|8|6|10|8|11|12|1
bus|4|0|2|4|2|3|8
womans|3|1|3|0|4|1|0
ass|14|16|22|37|17|10|14
dirt|0|3|0|0|0|0|1
dumping|1|1|0|1|0|0|2
reality|2|0|0|0|0|0|1
waitressing|0|1|0|0|0|0|3
write|7|9|8|8|10|8|10
specials|1|2|3|1|1|0|2
board|4|6|0|3|3|6|7
flowers|7|3|4|2|17|4|4
vase|1|1|1|2|0|0|1
artelle|0|1|0|0|0|0|0
lets|2|4|3|3|1|1|2
chocolate|1|2|6|3|1|0|8
blobbies|0|1|0|0|0|0|1
cookies|3|6|15|8|1|10|8
tiki|0|0|1|0|0|0|0
death|2|4|2|7|5|7|5
punch|4|2|2|1|4|0|4
weeeell|0|0|1|0|0|0|0
rum|0|2|1|0|0|0|1
slumber|0|1|1|0|0|0|0
party|25|42|45|35|40|32|47
trashy|0|0|1|0|0|0|0
magazines|1|3|4|0|1|2|0
twister|0|1|1|0|0|0|0
operation|1|0|0|1|1|0|1
tweezers|2|0|0|1|0|0|0
operate|0|0|0|1|0|1|0
prep|0|1|0|1|0|2|0
visa|1|0|1|1|1|0|0
reference|0|0|2|1|0|0|1
unusual|0|1|2|1|0|1|4
activity|0|0|2|0|1|0|0
used|26|20|38|25|40|32|49
weeks|12|16|13|9|9|11|15
promoted|0|3|1|2|1|0|0
plastic|3|0|5|1|4|2|2
seats|6|0|2|2|5|3|6
pittsburgh|0|0|0|0|1|0|0
fans|3|0|1|1|1|1|2
frost|0|0|0|0|0|1|0
jack|5|2|3|9|3|3|31
downstairs|3|9|3|4|5|7|5
beanstalk|0|0|0|1|0|0|0
magic|2|4|2|3|4|7|2
beans|1|3|2|1|2|0|0
woke|3|1|1|3|3|2|1
plant|0|0|0|3|0|1|2
full|6|8|4|5|10|8|13
possibilities|0|0|0|3|0|0|0
village|1|2|0|2|2|1|2
plan|10|17|17|12|10|3|8
everythings|2|5|5|2|2|5|6
floopy|0|0|1|1|0|0|1
point|13|13|15|12|15|25|20
un|2|0|5|2|0|0|2
yesss|0|0|1|0|0|1|2
laughing|5|5|9|3|1|9|5
toothless|0|0|0|0|1|0|0
sticks|2|1|2|1|4|0|1
scuse|1|0|1|0|1|0|2
number|17|18|23|25|18|24|32
completely|3|7|8|7|6|7|13
candy|9|9|12|2|6|6|13
bar|4|4|6|9|0|10|9
emergency|5|4|4|6|3|2|7
predicament|0|0|0|0|1|0|0
fill|2|2|1|5|0|5|9
face|35|18|17|26|19|35|30
dented|0|0|0|0|0|1|0
turn|28|14|23|18|18|18|17
heyy|0|0|0|0|0|1|0
pizza|23|8|6|5|4|9|13
pl|0|1|0|1|1|0|0
mushroom|0|0|1|0|0|0|2
green|5|23|16|16|4|22|19
pepper|2|1|1|2|1|2|1
onion|1|2|0|0|0|0|4
fat|11|9|16|11|14|7|11
crust|0|2|1|0|1|0|1
cheese|6|5|11|1|13|1|12
g|3|3|1|4|2|6|5
stephanopoulos|0|0|2|0|0|0|1
goes|22|9|8|18|8|27|12
street|15|10|4|20|15|11|17
given|4|2|4|3|2|2|7
bonehead|0|0|0|0|0|0|2
mediterranean|0|0|1|0|0|0|0
curiously|0|0|1|0|0|0|0
intelligent|0|0|1|2|1|1|1
stunning|0|0|1|0|2|0|2
blue|6|5|11|3|6|8|9
suit|1|5|2|2|4|6|3
power|4|5|3|5|1|1|2
tie|2|4|3|5|4|6|3
towel|1|0|3|1|2|1|3
george|2|3|2|1|3|2|0
snuffalopagus|0|1|0|0|0|0|0
spying|0|1|0|0|0|0|0
white|5|5|8|5|6|1|11
house|23|22|28|25|30|16|35
adviser|0|0|1|0|0|0|0
clintons|0|0|1|0|0|0|0
campaign|0|0|1|0|0|0|1
sexy|6|14|8|7|8|12|8
cute|14|52|38|27|14|8|31
butt|14|8|6|4|6|11|11
definitely|15|17|11|20|6|12|17
walking|7|7|1|13|3|4|5
bitch|4|16|6|14|8|4|7
sick|11|29|20|7|11|6|10
toe|1|0|4|1|4|3|5
sleeping|13|11|6|5|6|6|12
dora|0|0|0|0|1|0|0
ba|2|0|0|1|2|1|1
light|3|6|7|4|6|6|13
napping|0|2|1|0|1|0|0
shy|2|0|2|0|1|2|1
draw|0|2|2|2|6|1|0
preppy|0|0|1|0|0|0|0
animal|1|4|2|2|1|8|7
moonlight|2|0|0|1|0|3|0
incredible|6|5|7|6|8|18|10
glow|2|0|0|2|1|1|1
moon|0|0|0|3|4|2|0
magical|0|1|1|2|5|2|3
painkillers|0|0|0|0|1|0|0
likes|13|8|6|4|11|12|16
louder|0|2|1|0|2|1|1
twelfth|0|1|0|0|0|1|0
coma|6|0|0|2|0|1|1
mistake|10|13|9|4|5|7|7
vegetarian|1|1|3|6|0|1|3
pate|0|0|2|0|0|0|0
goose|1|0|1|1|1|0|0
vegetable|0|0|1|0|0|0|0
haaaah|0|0|1|0|0|0|0
hurley|0|1|0|1|0|0|0
couple|26|27|30|15|28|28|32
valentine|0|1|0|0|1|0|3
tommy|0|4|0|0|1|4|0
rollerson|0|1|0|0|0|0|0
locker|0|3|0|1|0|0|0
seventh|1|0|3|0|1|0|0
grade|1|6|11|5|4|10|12
laugh|4|11|7|5|4|10|7
drop|8|6|5|2|3|7|5
romantic|5|11|3|6|7|6|10
freak|3|13|14|12|10|3|7
attractive|4|0|3|4|5|2|4
silence|0|0|0|0|2|0|0
lambs|0|0|0|0|2|0|0
admit|3|3|3|5|3|3|4
considered|1|0|1|1|1|1|2
specifically|0|0|0|0|1|1|0
puck|0|0|0|0|1|4|0
finders|0|0|0|0|0|0|1
keepers|0|0|0|0|0|0|1
losers|1|2|3|2|3|1|2
weepers|0|0|0|0|0|0|1
rubber|1|2|2|0|0|1|1
glue|0|3|2|1|1|1|2
whatever|16|17|17|18|13|24|17
er|3|1|1|1|5|16|7
foot|2|4|4|3|8|7|5
red|6|2|5|3|6|15|12
played|5|1|6|5|15|9|4
monopoly|0|0|1|0|0|0|1
nooooo|3|2|3|1|0|1|0
nooo|8|12|9|3|4|6|6
aww|13|7|12|4|10|7|6
ok|138|253|134|268|127|253|238
reach|2|1|1|0|0|3|2
maneuver|0|0|0|0|0|1|0
bam|0|1|2|10|0|1|4
bra|9|15|8|2|4|2|3
sleeve|2|0|1|0|0|1|3
tryin|3|0|0|0|2|2|4
blows|3|0|0|1|0|0|0
breasts|3|6|9|7|5|2|4
beyond|1|1|1|0|0|1|3
many|23|11|20|11|16|15|16
multiple|0|0|0|0|1|1|1
orgasms|0|0|0|0|0|1|0
saturday|2|6|9|4|2|5|8
sat|3|0|1|1|0|4|4
ur|0|0|0|0|0|0|1
plans|8|10|5|8|5|9|9
janice|12|4|8|7|49|12|15
nobody|9|13|10|10|8|17|16
courage|0|6|0|0|1|2|1
awkward|3|6|1|3|7|5|11
handed|1|1|1|1|0|2|1
gangin|0|0|0|0|0|0|1
anymore|31|21|22|30|36|28|29
strike|2|2|0|0|2|1|2
wonderful|4|13|7|5|5|4|23
nutty|0|0|0|0|0|1|0
chocolatey|0|0|0|0|0|1|0
cakey|0|0|0|0|0|1|0
pie|5|5|5|2|2|6|3
scrunchy|1|0|0|0|0|0|1
mercedes|0|0|0|0|0|0|2
convertible|0|0|0|0|0|0|1
burns|0|0|1|1|0|2|0
move|32|29|24|30|26|33|31
called|31|32|33|24|40|31|35
young|6|7|4|6|8|5|21
lady|28|4|9|14|9|15|22
extended|0|0|0|0|0|1|1
disco|0|0|0|0|0|0|1
version|4|2|2|0|1|0|2
choruses|0|0|0|0|0|0|1
angela|8|0|0|0|12|3|3
obviously|8|12|12|12|8|6|9
agrees|0|0|0|0|0|1|1
eager|1|0|0|0|0|0|1
mississippi|3|0|0|0|0|4|7
seems|10|14|7|11|8|12|17
dress|2|15|26|11|16|6|14
accents|0|0|0|0|0|0|1
glamour|0|0|0|0|0|0|1
laundorama|0|0|0|0|0|0|1
freaky|2|0|0|2|0|1|1
coincidence|0|0|1|3|1|2|1
laundry|2|4|4|3|2|7|7
join|3|1|2|3|6|4|4
rat|0|1|4|2|1|1|6
attracted|0|4|6|0|4|2|2
dryer|0|0|2|0|0|3|1
sheets|0|3|0|3|1|2|1
comin|9|0|0|0|0|3|3
fluffy|0|1|0|0|0|2|0
sevenish|0|0|0|0|0|1|0
bob|6|4|2|12|14|4|23
hells|2|0|0|0|0|0|1
smart|15|6|9|10|9|7|15
auditions|6|0|0|1|0|0|2
joe|5|13|5|5|71|16|20
girlfriend|9|18|5|6|20|17|23
tellin|3|0|0|0|1|1|1
perfect|14|19|22|16|24|16|16
cousin|0|1|8|1|3|9|3
belch|0|0|0|0|0|0|1
angelas|1|0|0|0|0|0|0
laying|0|0|1|0|0|1|1
tile|1|0|0|1|1|0|2
eww|1|1|2|8|3|3|6
asking|3|22|4|9|15|7|15
favor|8|0|6|3|2|8|5
tons|4|1|2|0|2|4|1
huge|16|19|11|15|11|15|12
bye|38|56|46|52|62|69|97
camper|0|0|0|0|0|0|1
thinking|51|42|45|28|39|50|63
minimal|0|1|0|0|0|1|0
nuh|0|0|0|1|0|2|1
yuh|0|0|0|0|0|0|3
shave|1|3|0|0|1|2|4
rethink|0|0|0|0|0|1|1
dirty|7|4|4|7|3|7|8
fabric|0|1|0|0|0|0|2
softener|0|0|0|0|0|0|1
snuggles|0|0|0|0|0|1|0
sensitive|1|3|0|5|4|7|1
warm|4|3|1|5|4|2|3
fuzzy|0|1|1|1|0|1|2
bear|2|5|2|1|2|2|2
tall|7|2|2|2|5|1|4
short|3|2|5|6|3|5|9
met|17|14|10|15|19|28|27
horribly|0|1|0|0|0|0|4
shutting|0|0|0|0|0|2|4
rent|8|3|3|2|9|2|4
run|15|17|18|17|27|12|20
puppies|1|1|0|3|1|0|2
supremely|0|0|0|0|0|0|1
awful|4|12|8|2|5|2|7
espresso|1|0|1|0|0|0|2
latte|1|1|1|0|0|1|4
proofs|0|0|0|0|0|0|1
photo|0|4|2|0|1|3|2
vegetables|0|1|0|0|2|2|3
sucked|2|2|2|0|4|1|1
blew|4|3|1|2|3|3|4
bullwinkle|0|0|0|0|0|0|3
rockys|0|0|0|0|0|0|1
mix|3|1|4|2|2|3|2
match|4|0|1|2|1|4|5
moose|0|0|0|0|0|0|2
squirrel|1|0|1|0|0|0|1
working|17|21|12|13|15|12|25
hug|6|8|0|6|11|7|9
brutal|3|0|0|0|0|0|1
saved|8|1|1|3|2|3|3
basket|0|3|4|2|1|3|4
top|9|10|10|14|10|5|16
suds|0|0|0|0|0|1|4
save|9|5|3|6|11|11|16
gentle|3|2|0|2|1|3|0
detergent|0|1|0|0|0|1|0
uberveiss|0|0|0|0|0|1|0
german|0|0|0|0|1|1|2
tough|14|8|5|8|6|9|8
separate|1|1|1|2|0|3|2
total|2|4|0|3|4|7|4
spaz|0|0|0|0|0|0|1
shirts|2|3|1|2|2|0|3
virgin|0|3|3|2|0|1|2
worry|30|16|17|12|19|16|31
cycle|0|0|0|1|0|1|0
whites|0|0|0|1|0|2|1
nother|0|0|0|0|0|1|0
colors|0|0|1|2|0|2|2
delicates|0|0|0|0|0|1|1
bras|3|1|0|4|0|1|1
under|10|24|14|13|12|12|19
panty|0|0|0|0|0|1|1
cotton|1|2|0|1|1|0|1
panties|5|0|1|1|3|0|3
judgment|0|0|1|0|1|1|0
grow|7|4|5|6|7|6|9
brooklyn|0|1|1|0|3|0|9
heights|1|0|0|1|0|0|8
cleveland|0|0|0|0|0|0|1
happen|33|43|33|29|33|36|33
suddenly|4|2|0|5|2|4|10
falling|4|7|1|4|3|4|6
lucky|10|10|9|10|9|7|14
nibbly|1|0|0|0|0|0|0
noise|7|2|7|3|3|2|4
eats|6|1|1|0|4|1|2
weasel|1|0|1|0|0|0|0
noticed|2|1|2|1|2|3|5
virginity|0|1|0|0|0|0|1
pulling|1|2|2|2|2|1|2
band|0|3|6|4|7|10|10
aid|0|0|0|2|0|2|1
fast|13|10|9|9|8|12|15
wound|0|0|0|0|1|1|4
exposed|0|0|0|0|1|0|1
laundrys|0|0|0|0|0|3|0
song|4|6|12|25|3|16|9
sing|4|1|10|13|3|6|7
lee|0|0|0|2|1|1|1
except|9|6|4|24|13|9|11
upset|9|8|14|4|19|16|6
marshmallow|0|0|0|0|0|1|1
peep|0|2|0|0|3|0|1
fathers|0|0|0|2|1|0|6
underdog|0|0|0|0|1|2|1
inflate|0|0|0|0|0|0|1
flopping|0|0|0|0|0|0|1
broadway|4|0|0|1|0|0|3
inappropriate|1|5|3|2|4|4|2
cocktails|0|0|1|0|0|0|1
appalachia|0|0|0|0|0|0|1
tongue|5|4|3|2|2|3|2
ear|3|1|2|4|2|6|2
gotten|9|7|8|2|10|11|4
rambunctious|1|0|0|0|0|0|0
disgusting|3|2|3|1|1|0|3
proud|4|9|6|2|4|3|9
ow|9|41|17|17|7|19|55
outta|6|3|0|4|2|4|7
heads|6|2|7|2|5|9|4
norman|0|0|0|0|0|0|1
mailer|0|0|0|0|0|0|1
story|14|23|14|20|27|19|17
waiter|5|5|3|0|2|1|5
plate|7|2|9|8|2|5|10
chicken|7|11|14|6|11|3|16
wings|2|0|2|0|0|1|0
different|24|25|20|15|26|20|29
boom|5|1|1|1|0|0|5
lens|0|0|0|0|0|1|3
worst|6|7|7|9|14|6|10
history|2|4|3|1|3|9|7
clothes|13|13|11|10|9|11|13
jammies|0|0|0|0|0|0|2
whoa|132|57|19|21|56|83|39
cart|0|2|0|0|0|1|4
24|1|2|4|0|0|2|5
inch|1|0|0|0|0|0|1
waist|1|1|0|1|1|1|3
lose|14|14|17|9|11|12|16
rules|13|4|10|0|10|5|7
missy|0|1|2|1|3|5|2
brand|2|0|0|2|2|3|1
ladies|6|5|3|1|9|14|15
gentlemen|2|1|0|1|1|7|6
neat|2|0|0|2|1|8|5
excellent|12|6|4|3|7|12|5
ripped|0|2|0|1|2|0|2
pieces|1|1|0|0|2|0|2
ourselves|2|2|1|0|3|3|4
needed|6|10|3|10|4|8|6
grieve|0|0|0|0|0|0|1
oughta|0|1|0|1|0|1|3
picture|24|11|10|15|31|13|27
spot|3|2|3|6|2|1|5
plays|4|1|2|2|1|3|1
fear|6|4|0|0|6|3|1
sense|7|8|11|10|12|5|8
impending|0|0|0|0|1|0|0
doom|0|0|0|0|1|0|1
exclamation|0|0|0|1|0|0|0
scares|0|2|0|2|1|2|3
freud|0|0|0|2|0|0|0
shhh|3|5|4|9|5|4|1
shh|8|7|1|7|3|7|3
vell|2|0|0|0|0|0|0
eva|3|0|0|0|0|0|0
veve|2|0|0|0|0|0|0
vork|2|0|0|0|0|0|0
vould|2|0|0|0|0|0|0
pwoblem|2|0|0|0|0|0|0
qviiite|2|0|0|0|0|0|0
dingle|1|0|0|0|0|0|0
envys|1|0|0|0|0|0|0
schwang|1|0|0|0|0|0|0
tinkle|1|0|0|0|0|0|0
simply|2|0|0|0|0|1|0
violated|0|1|0|2|1|0|0
peel|0|0|3|0|0|0|1
skin|2|5|2|2|0|5|3
ten|16|14|9|6|15|14|27
clock|1|8|6|6|8|2|8
feels|7|13|7|11|9|7|9
nine|6|6|4|5|8|3|7
hel|0|1|0|0|0|1|1
bald|2|7|1|3|1|0|3
blarrglarrghh|0|0|0|0|1|0|0
league|0|2|0|1|2|1|4
ythink|0|0|0|0|1|0|0
considering|0|1|0|1|1|2|2
aware|1|1|1|1|5|1|3
thankyou|0|0|0|0|1|0|0
whadja|1|0|0|0|0|0|0
trolls|1|0|0|0|0|0|0
aurora|0|0|0|0|3|0|0
italian|7|2|3|3|4|3|5
pronounces|0|0|0|0|1|0|0
chand|0|0|1|0|2|0|0
lrr|0|0|1|0|2|0|0
usher|0|0|0|0|2|0|2
estelle|15|0|0|6|0|0|6
leonard|1|0|0|1|0|0|0
talent|4|1|0|0|0|1|0
agency|3|0|5|0|4|0|3
its|13|18|9|10|17|15|18
sign|2|5|7|9|12|8|7
based|3|0|0|3|1|0|8
passion|0|1|1|1|0|4|2
almost|17|22|12|13|15|15|21
israeli|0|0|0|0|2|0|0
army|1|0|0|0|1|0|0
luckily|0|1|0|0|1|2|1
none|3|6|8|12|7|9|16
bullets|0|0|0|0|1|0|1
engine|0|1|0|1|0|0|1
block|1|1|1|2|0|3|3
border|0|0|0|0|0|0|1
barely|2|4|2|2|3|4|5
rode|1|0|0|1|1|2|0
til|1|0|3|3|2|1|2
evening|1|5|1|3|3|9|7
yammon|0|0|0|0|0|0|1
rick|1|0|0|4|3|0|2
divorced|1|5|3|8|10|17|6
widowed|0|0|0|0|1|0|0
hopefully|2|1|0|1|1|5|4
sliding|1|0|0|0|1|0|0
pant|0|0|0|0|1|1|0
count|4|6|8|4|8|9|6
pocket|8|4|2|1|6|5|0
imagine|9|8|4|7|5|9|8
ethan|1|3|3|0|5|0|2
explain|7|3|3|3|7|7|14
suppose|3|2|3|1|3|3|6
mainly|0|1|1|0|0|0|1
sexual|2|5|2|5|3|4|4
hm|4|7|2|4|4|3|3
thursday|13|1|2|1|6|0|1
twisted|1|0|2|1|0|1|0
responsibility|1|3|2|5|1|5|1
fantasy|1|1|2|1|2|1|0
monogamy|0|0|0|0|0|1|1
tricky|4|1|0|0|1|3|2
concept|0|1|0|0|2|4|1
anthropologically|0|0|0|0|0|1|0
theory|2|0|0|1|0|3|1
forth|3|2|2|0|0|5|3
richard|8|2|36|12|27|4|21
leakey|0|0|0|0|0|1|0
tah|0|1|0|0|0|0|0
daaah|0|1|0|0|0|0|0
greeting|0|0|0|0|1|0|1
cleaned|2|1|6|2|1|2|1
floors|1|1|2|1|0|0|1
attachments|0|1|0|0|0|0|0
vacuum|0|3|2|0|0|0|0
round|1|3|3|1|1|7|0
bristles|0|1|0|0|0|0|0
ottoman|0|0|1|1|0|0|0
seat|9|6|5|9|8|8|20
interesting|6|10|10|7|11|11|16
compare|0|0|3|2|0|0|2
tried|8|11|11|10|11|12|14
fan|12|4|2|5|4|2|12
scratch|1|2|0|2|2|0|4
ree|0|0|0|9|0|0|0
raggedy|0|0|0|0|0|2|0
ann|0|0|0|1|1|1|1
doll|0|5|1|3|4|2|4
responsible|0|1|2|2|1|1|0
organised|0|0|1|0|0|0|0
kook|0|0|1|1|0|2|0
madcap|0|0|0|0|0|1|0
gal|0|4|0|2|1|1|0
bill|5|1|5|5|7|3|6
